"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","[@smoke@regression]Add and remove an item from the cart","webkit","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","0","[@smoke]Verify the footer page are displayed","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Footer Page Tests - Smoke","e2e\FooterTests.spec.ts","",""
"","2947","[@smoke@regression]Verify Login page","webkit","Wed Jan 22 15:47:15 ART 2025","passed","Wed Jan 22 15:47:18 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","4533","[@smoke@regression]Verify the checkout step one page are displayed","chromium","Wed Jan 22 15:44:36 ART 2025","passed","Wed Jan 22 15:44:40 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Name (A to Z)","firefox","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","8862","[@smoke]Verify the footer page are displayed","firefox","Wed Jan 22 15:45:35 ART 2025","passed","Wed Jan 22 15:45:43 ART 2025","Footer Page Tests","e2e\FooterTests.spec.ts","",""
"","7496","[@regression]Login test for user: performance_glitch_user","chromium","Wed Jan 22 15:35:42 ART 2025","passed","Wed Jan 22 15:35:49 ART 2025","Login Page Tests > Valid Users Credentials Tests","e2e\LoginTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Price high to low","firefox","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","2422","[@regression]Login test for user: standard_user","chromium","Wed Jan 22 15:35:45 ART 2025","passed","Wed Jan 22 15:35:47 ART 2025","Login Page Tests > Valid Users Credentials Tests","e2e\LoginTests.spec.ts","",""
"","5869","[@smoke@regression]Verify Inventory page test","webkit","Wed Jan 22 15:46:48 ART 2025","passed","Wed Jan 22 15:46:54 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","7779","[@smoke@regression]Filter the products by Name (A to Z)","webkit","Wed Jan 22 15:47:02 ART 2025","passed","Wed Jan 22 15:47:10 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","5960","[@smoke]Verify the footer page are displayed","webkit","Wed Jan 22 15:46:47 ART 2025","passed","Wed Jan 22 15:46:53 ART 2025","Footer Page Tests","e2e\FooterTests.spec.ts","",""
"","28","[@smoke@regression]Verify that there are not products in the cart","chromium","Tue Jan 21 23:47:46 ART 2025","failed","Tue Jan 21 23:47:46 ART 2025","Cart Page Test - Smoke","e2e\CartTests.spec.ts","",""
"","5160","[@smoke@regression]Attempt to log in with invalid credentials","firefox","Wed Jan 22 15:46:13 ART 2025","passed","Wed Jan 22 15:46:18 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","3420","[@regression]Checkout the form with only first name and last name input field filled","chromium","Wed Jan 22 15:35:09 ART 2025","passed","Wed Jan 22 15:35:12 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","0","[@smoke@regression]Add item at the cart","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","4769","[@smoke@regression]Checkout the form with valid credentials","chromium","Wed Jan 22 15:44:36 ART 2025","passed","Wed Jan 22 15:44:40 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","4414","[@smoke@regression]Attempt to log in with invalid credentials","webkit","Wed Jan 22 15:47:18 ART 2025","passed","Wed Jan 22 15:47:23 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","0","[@smoke@regression]Checkout the form with valid credentials","webkit","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Checkout Step One Test - Regression","e2e\CheckoutStepOneTests.spec.ts","",""
"","1","[@smoke@regression]Checkout the form with valid credentials","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Checkout Step One Test - Regression","e2e\CheckoutStepOneTests.spec.ts","",""
"","8357","[@smoke@regression]Verify Inventory page test","firefox","Wed Jan 22 15:45:39 ART 2025","passed","Wed Jan 22 15:45:48 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","5175","[@smoke]Verify the cart page is displayed","chromium","Wed Jan 22 15:44:30 ART 2025","passed","Wed Jan 22 15:44:35 ART 2025","Cart Page Test","e2e\CartTests.spec.ts","",""
"","3724","[@smoke@regression]Verify Inventory page test","chromium","Wed Jan 22 15:44:40 ART 2025","passed","Wed Jan 22 15:44:44 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","3557","[@regression]Checkout the form with postal code input field filled with special characters","chromium","Wed Jan 22 15:35:15 ART 2025","passed","Wed Jan 22 15:35:19 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","2712","[@smoke]Verify the footer page are displayed","chromium","Wed Jan 22 15:44:40 ART 2025","passed","Wed Jan 22 15:44:43 ART 2025","Footer Page Tests","e2e\FooterTests.spec.ts","",""
"","10172","[@smoke@regression]Verify that there are not products in the cart","webkit","Wed Jan 22 15:46:28 ART 2025","passed","Wed Jan 22 15:46:38 ART 2025","Cart Page Test","e2e\CartTests.spec.ts","",""
"","10459","[@smoke]Verify the cart page is displayed","webkit","Wed Jan 22 15:46:28 ART 2025","passed","Wed Jan 22 15:46:38 ART 2025","Cart Page Test","e2e\CartTests.spec.ts","",""
"","16736","[@smoke@regression]Verify that there are not products in the cart","firefox","Wed Jan 22 15:45:13 ART 2025","passed","Wed Jan 22 15:45:30 ART 2025","Cart Page Test","e2e\CartTests.spec.ts","",""
"","7638","[@smoke@regression]Add and remove an item from the cart","webkit","Wed Jan 22 15:46:54 ART 2025","passed","Wed Jan 22 15:47:02 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Price low to high","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","1","[@smoke@regression]Verify the checkout step one page are displayed","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Checkout Step One Test - Regression","e2e\CheckoutStepOneTests.spec.ts","",""
"","1657","[@regression]Attempt to log in with special characters in the username field filled","chromium","Wed Jan 22 15:35:38 ART 2025","passed","Wed Jan 22 15:35:39 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","5205","[@smoke@regression]Verify that there are not products in the cart","chromium","Wed Jan 22 15:44:30 ART 2025","passed","Wed Jan 22 15:44:35 ART 2025","Cart Page Test","e2e\CartTests.spec.ts","",""
"","1665","[@regression]Attempt to log in with only the username field filled","chromium","Wed Jan 22 15:35:36 ART 2025","passed","Wed Jan 22 15:35:37 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Price low to high","firefox","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","10639","[@smoke@regression]Log in with valid credentials","firefox","Wed Jan 22 15:46:09 ART 2025","failed","Wed Jan 22 15:46:19 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","1140","GET","chromium","Wed Jan 22 15:34:52 ART 2025","passed","Wed Jan 22 15:34:54 ART 2025","API tests with Playwright","api\apiTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Name (A to Z)","webkit","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","4758","[@smoke@regression]Filter the products by Price high to low","chromium","Wed Jan 22 15:44:52 ART 2025","passed","Wed Jan 22 15:44:57 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","6836","[@smoke@regression]Filter the products by Price high to low","webkit","Wed Jan 22 15:47:10 ART 2025","passed","Wed Jan 22 15:47:17 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","9183","[@smoke@regression]Checkout the form with valid credentials","firefox","Wed Jan 22 15:45:30 ART 2025","passed","Wed Jan 22 15:45:39 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","3407","[@regression]Checkout the form missing all input field","chromium","Wed Jan 22 15:35:09 ART 2025","passed","Wed Jan 22 15:35:12 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","1937","[@regression]Attempt to log in with only the password field filled","chromium","Wed Jan 22 15:35:34 ART 2025","passed","Wed Jan 22 15:35:36 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","6325","[@smoke@regression]Verify Login page","firefox","Wed Jan 22 15:46:07 ART 2025","passed","Wed Jan 22 15:46:13 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","1","[@smoke@regression]Filter the products by Price high to low","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","9799","[@smoke@regression]Checkout the form with valid credentials","webkit","Wed Jan 22 15:46:39 ART 2025","passed","Wed Jan 22 15:46:48 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","6889","[@smoke@regression]Add and remove an item from the cart","firefox","Wed Jan 22 15:45:48 ART 2025","passed","Wed Jan 22 15:45:55 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","12744","[@smoke]Verify the cart page is displayed","firefox","Wed Jan 22 15:45:04 ART 2025","passed","Wed Jan 22 15:45:16 ART 2025","Cart Page Test","e2e\CartTests.spec.ts","",""
"","1","[@smoke]Verify the footer page are displayed","firefox","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Footer Page Tests - Smoke","e2e\FooterTests.spec.ts","",""
"","0","[@smoke@regression]Verify the checkout step one page are displayed","webkit","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Checkout Step One Test - Regression","e2e\CheckoutStepOneTests.spec.ts","",""
"","0","[@smoke@regression]Verify Inventory page test","firefox","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","3141","[@regression]Login test for user: visual_user","chromium","Wed Jan 22 15:35:49 ART 2025","passed","Wed Jan 22 15:35:52 ART 2025","Login Page Tests > Valid Users Credentials Tests","e2e\LoginTests.spec.ts","",""
"","9239","[@smoke@regression]Verify the checkout step one page are displayed","firefox","Wed Jan 22 15:45:21 ART 2025","passed","Wed Jan 22 15:45:30 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","2890","[@smoke@regression]Filter the products by Price low to high","chromium","Wed Jan 22 15:44:51 ART 2025","passed","Wed Jan 22 15:44:54 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","8522","[@smoke@regression]Verify the checkout step one page are displayed","webkit","Wed Jan 22 15:46:38 ART 2025","passed","Wed Jan 22 15:46:47 ART 2025","Checkout Step One Test","e2e\CheckoutStepOneTests.spec.ts","",""
"","16","[@smoke]Verify the cart page is displayed","chromium","Tue Jan 21 23:47:46 ART 2025","failed","Tue Jan 21 23:47:46 ART 2025","Cart Page Test - Smoke","e2e\CartTests.spec.ts","",""
"","0","[@smoke@regression]Add and remove an item from the cart","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","8877","[@smoke@regression]Add item at the cart","firefox","Wed Jan 22 15:45:44 ART 2025","passed","Wed Jan 22 15:45:53 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","3411","[@smoke@regression]Filter the products by Name (Z to A)","chromium","Wed Jan 22 15:44:48 ART 2025","passed","Wed Jan 22 15:44:51 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","7280","[@smoke@regression]Add item at the cart","webkit","Wed Jan 22 15:46:53 ART 2025","passed","Wed Jan 22 15:47:00 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
"","7605","[@smoke@regression]Log in with valid credentials","chromium","Wed Jan 22 15:44:56 ART 2025","failed","Wed Jan 22 15:45:04 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","1","[@smoke@regression]Filter the products by Name (A to Z)","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Name (Z to A)","firefox","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","0","[@smoke@regression]Filter the products by Price low to high","webkit","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","10169","[@smoke@regression]Log in with valid credentials","webkit","Wed Jan 22 15:47:17 ART 2025","failed","Wed Jan 22 15:47:27 ART 2025","Login Page Tests","e2e\LoginTests.spec.ts","",""
"","1","[@smoke@regression]Verify Inventory page test","chromium","Tue Jan 21 23:47:54 ART 2025","skipped","Tue Jan 21 23:47:54 ART 2025","Inventory Page Tests - Regression","e2e\InventoryTests.spec.ts","",""
"","8790","[@smoke@regression]Filter the products by Name (Z to A)","webkit","Wed Jan 22 15:47:00 ART 2025","passed","Wed Jan 22 15:47:09 ART 2025","Inventory Page Tests","e2e\InventoryTests.spec.ts","",""
